5047, 0.3150, 0.2280 
5078, 0.7500, 0.0700 
5079, 0.7520, 0.0580 
5097, 0.6860, 0.0510 
5103, 0.6720, 0.0500 
5105, 0.6170, 0.0990 
5106, 0.6230, 0.0460 
5109, 0.6870, 0.0440 
5111, 0.7330, 0.0370 
5112, 0.7540, 0.0540 
5113, 0.7670, 0.0550 
5115, 0.7820, 0.0550 
5116, 0.7120, 0.1250 
5119, 0.6980, 0.0530 
5121, 0.6340, 0.0480 
5124, 0.6760, 0.0500 
5128, 0.6820, 0.0560 
5134, 0.7600, 0.0560 
5155, 0.7010, 0.0560 
5158, 0.8310, 0.0680 
5162, 0.8280, 0.0560 
5165, 0.8350, 0.1140 
5181, 0.8630, 0.0670 
5262, 0.7640, 0.0550 
5263, 0.8150, 0.0630 
5268, 0.8010, 0.0580 
5270, 0.8020, 0.0500 
5286, 0.7470, 0.0650 
5290, 0.7220, 0.0620 
5316, 0.6910, 0.0630 
5441, 0.5600, 0.1100 
5458, 0.7330, 0.0770 
5462, 0.6590, 0.0530 
5463, 0.6720, 0.0550 
5464, 0.6670, 0.0520 
5467, 0.7200, 0.0800 
5468, 0.6740, 0.0560 
5470, 0.6650, 0.0550 
5472, 0.5490, 0.0600 
5473, 0.6080, 0.0560 
5474, 0.6430, 0.0550 
5478, 0.6430, 0.0590 
5483, 0.7360, 0.0670 
5487, 0.6840, 0.0550 
5493, 0.7200, 0.0580 
5494, 0.6810, 0.0520 
5496, 0.7900, 0.0500 
5499, 0.6700, 0.0510 
5504, 0.6610, 0.0520 
5539, 0.7700, 0.0400 
5551, 0.8500, 0.0900 
5564, 0.7030, 0.0440 
5584, 0.6900, 0.0500 
5592, 0.7400, 0.0670 
5599, 0.5990, 0.0640 
5613, 0.5470, 0.0480 
5633, 0.5230, 0.0470 
5669, 0.4670, 0.0440 
5675, 0.3950, 0.0330 
5799, 0.5440, 0.0810 
5807, 0.5000, 0.0600 
5808, 0.4800, 0.0600 
5814, 0.6220, 0.0450 
5816, 0.5870, 0.0420 
5822, 0.6120, 0.0480 
5829, 0.4500, 0.0500 
5840, 0.6620, 0.0490 
5843, 0.6300, 0.0600 
5857, 0.7900, 0.1020 
5883, 0.7940, 0.0510 
5900, 0.6800, 0.0800 
5914, 0.6550, 0.0480 
5917, 0.5300, 0.0500 
5918, 0.6130, 0.0560 
5929, 0.5800, 0.0600 
5941, 0.5400, 0.0600 
5947, 0.5990, 0.0390 
5962, 0.5500, 0.1520 
5963, 0.5800, 0.0760 
5964, 0.5490, 0.0790 
5969, 0.5710, 0.0370 
5980, 0.4730, 0.0300 
6022, 0.5230, 0.0440 
6026, 0.6140, 0.0960 
6027, 0.5880, 0.2320 
6031, 0.6160, 0.0450 
6032, 0.5980, 0.0420 
6037, 0.6320, 0.0930 
6042, 0.5400, 0.0600 
6044, 0.5400, 0.0520 
6106, 0.5700, 0.1200 
6156, 0.5400, 0.0600 
6213, 1.0100, 0.1500 
6214, 1.1420, 0.0930 
6234, 1.0700, 0.1000 
6243, 1.1910, 0.0840 
6244, 1.1960, 0.0790 
6257, 1.1380, 0.0780 
6263, 1.1680, 0.0790 
6302, 0.9320, 0.0690 
6327, 0.8680, 0.0700 
6329, 0.9520, 0.0810 
6341, 1.0440, 0.0890 
6345, 1.1600, 0.1200 
6350, 1.1540, 0.1140 
6356, 1.0300, 0.1300 
6365, 1.0210, 0.0730 
6380, 1.0260, 0.1090 
6384, 1.1710, 0.0860 
6386, 1.2620, 0.0890 
6492, 1.3000, 0.2500 
6506, 1.2500, 0.0630 
6508, 1.2100, 0.0900 
6511, 1.2250, 0.0900 
6513, 1.3800, 0.1200 
6519, 1.4700, 0.1400 
6530, 1.5630, 0.1140 
6533, 1.9100, 0.1600 
6538, 1.6980, 0.1260 
6548, 1.7360, 0.1400 
6556, 2.0110, 0.1500 
6563, 2.1930, 0.1610 
6564, 2.1450, 0.1590 
6565, 2.1400, 0.1570 
6578, 2.2800, 0.1200 
6583, 2.3500, 0.0800 
6594, 1.8800, 0.0800 
6595, 1.7580, 0.1340 
6601, 1.7190, 0.1340 
6609, 1.4950, 0.1330 
6614, 1.5070, 0.1180 
6621, 1.5600, 0.1400 
6642, 1.0010, 0.0830 
6643, 1.0840, 0.0900 
6646, 0.9350, 0.0970 
6651, 1.1000, 0.0500 
6660, 0.9590, 0.0790 
6666, 0.9390, 0.0750 
6676, 0.9600, 0.0900 
6677, 0.9420, 0.0790 
6683, 1.0400, 0.0600 
6684, 0.8290, 0.0930 
6687, 0.8710, 0.0730 
6692, 0.8200, 0.1599 
6693, 1.1100, 0.0700 
6694, 0.8500, 0.1657 
6698, 0.9120, 0.1180 
6699, 0.9130, 0.0970 
6701, 0.8500, 0.1657 
6706, 1.1300, 0.2203 
6708, 1.0300, 0.2008 
6710, 0.8590, 0.0730 
6718, 0.8800, 0.0400 
6722, 0.9730, 0.0590 
6741, 1.1420, 0.0980 
6752, 1.2400, 0.0830 
6754, 1.2570, 0.1010 
6766, 1.2640, 0.0820 
6775, 1.2760, 0.0770 
6779, 1.3850, 0.0800 
6781, 1.4000, 0.0700 
6783, 1.0100, 0.1100 
6805, 0.8490, 0.1656 
6807, 0.8800, 0.1600 
6842, 0.9300, 0.0900 
6856, 1.0900, 0.0900 
6862, 1.0100, 0.1000 
6874, 1.0400, 0.0900 
6886, 0.8870, 0.0440 
6890, 0.8800, 0.0800 
6914, 1.1300, 0.0400 
6926, 1.1700, 0.0500 
6930, 1.0000, 0.0500 
6952, 0.8200, 0.0250 
6979, 0.7850, 0.1530 
6986, 0.8000, 0.0800 
7002, 0.9100, 0.0500 
7010, 0.8200, 0.1600 
7011, 0.8200, 0.1600 
7013, 0.8400, 0.0500 
7025, 0.8200, 0.0400 
7028, 0.8340, 0.0420 
7033, 0.9560, 0.0480 
7034, 0.8430, 0.0420 
7036, 0.8900, 0.0600 
7048, 0.8000, 0.0500 
7061, 0.9600, 0.0800 
7065, 0.8820, 0.0440 
7068, 0.8800, 0.0700 
7072, 0.6820, 0.0360 
7187, 1.0400, 0.1100 
7208, 0.9600, 0.0900 
7220, 0.8800, 0.0800 
7264, 0.6100, 0.0300 
7276, 0.5200, 0.0300 
7284, 0.4700, 0.0300 
7294, 0.4100, 0.0400 
7302, 0.4600, 0.0400 
7305, 0.4800, 0.0400 
7314, 0.5000, 0.0300 
7325, 0.4900, 0.0400 
7334, 0.5200, 0.0400 
7346, 0.5100, 0.0500 
7347, 0.5000, 0.0300 
7357, 0.5100, 0.0500 
7369, 0.6300, 0.0300 
7380, 0.7500, 0.0500 
7391, 0.7700, 0.0400 
7395, 0.7800, 0.0800 
7402, 0.7800, 0.0400 
7406, 0.7800, 0.0400 
7416, 0.9400, 0.0400 
7417, 0.9300, 0.0500 
7429, 0.7400, 0.0700 
7446, 0.7700, 0.0500 
7450, 0.8000, 0.0700 
