1, 14.4172, 1.0195
2, 16.9688, 0.9851
3, 16.7390, 1.0013
4, 14.7474, 0.9904
5, -16.1954, 0.9769
6, -24.9803, 1.0205
7, -13.0612, 0.9759
8, -4.2366, 1.0297
10, 1.6824, 1.0305
11, 18.2689, 1.0108
12, 27.7815, 1.0440
14, -12.0228, 0.9897
15, 0.4291, 0.9773
16, -6.9311, 1.0021
17, -0.8816, 1.0307
18, -5.0204, 0.9731
19, 3.9927, 0.9989
20, 8.0739, 0.9623
21, 27.5049, 0.9780
22, 24.4211, 1.0047
